course,program,duration,nos,emgs,misc,ttf,intake,description,remarks,discount,doc_title,doc_link,uid
Master of Energy Management,Masters,1.5,3,3000,7380,48000,May/Sept/ Feb,,IELTS fees 5600Rm,,,,52
Msater of Communication & Systems Engineering,Masters,1.5,3,3000,7380,27700,May/Sept/ Feb,,IELTS fees 5600Rm,,,,52
