course,program,duration,nos,emgs,misc,ttf,intake,description,remarks,discount,doc_title,doc_link,uid
FOUNDATION IN SCIENCE,Foundation,1 year,3,2790,2350,20000,,,,,UCSI UG Fees 2018,UCSI UG Fees.pdf,42
FOUNDATION IN ARTS,Foundation,1 YEAR,3,2790,,20000,,,,,UCSI UG Fees 2018,UCSI UG Fees.pdf,42
BSC IN ARCHITECTURE,Bachelor,3 Years,9,2790,,84500,,,,,UCSI UG Fees 2018,UCSI UG Fees.pdf,42
